ra,dec,mag,ci,name
19.851139,22.61000,4.95,-0.140,
19.842778,38.72250,5.12,1.690,
19.843694,40.59972,5.69,-0.040,
19.846389,37.82639,6.06,1.700,
19.867639,11.62889,6.13,0.650,
19.874556,1.00556,3.90,0.890,
19.885111,-14.60306,6.48,0.140,
19.867111,24.99222,5.57,0.710,
19.872722,18.67194,6.23,0.010,
19.888528,-3.11444,5.65,0.200,
19.843806,52.98806,5.03,1.280,
19.855389,47.37722,6.20,0.360,
19.904917,-23.94111,6.18,1.020,
19.978139,-69.16389,5.75,0.230,
19.921028,-41.86833,4.13,1.080,
19.802889,70.26778,3.83,0.890,
19.871194,36.43222,6.10,1.430,
19.902278,-8.57417,5.79,1.640,
19.918083,-33.04639,6.46,1.480,
19.951722,-58.90139,5.26,-0.010,
19.981389,-68.76222,6.39,0.160,
19.866417,47.02750,5.62,-0.070,
20.009861,-72.91056,3.96,-0.030,
19.868667,47.93194,5.91,-0.180,
19.891028,24.07972,4.58,-0.060,
19.910444,-8.22722,5.71,-0.080,
19.910583,-8.23722,6.49,-0.040,
19.904139,8.46139,4.71,1.050,Libertas
19.912444,0.27361,5.61,0.100,
19.930667,-26.29944,4.70,0.750,Terebellum
19.911194,7.14028,6.15,0.030,
19.883667,47.80750,6.29,-0.110,
19.908639,24.31944,5.52,-0.020,
19.921889,6.40667,3.71,0.860,Alshain
20.006389,-66.94944,5.76,1.040,
19.949111,-27.17000,4.52,1.460,
19.913417,36.99611,5.76,0.750,
19.888167,57.52361,5.14,-0.130,
19.933694,16.63472,5.36,0.670,
19.937306,11.42389,5.28,-0.010,
19.893167,59.70889,6.06,0.020,
20.031222,-66.94417,5.31,1.220,
19.931028,38.48667,4.94,-0.080,
19.965833,-15.49139,5.02,0.050,
19.938444,35.08333,3.89,1.020,
19.950056,20.99806,6.48,0.070,
19.982333,-30.53806,6.28,1.050,
19.982556,-26.19556,4.83,0.900,
19.927167,52.43889,4.92,0.120,
19.945611,36.25083,6.02,-0.150,
20.007028,-49.35111,6.17,1.060,
19.962611,16.78917,5.53,-0.050,
19.995611,-35.27639,4.37,-0.150,
19.997583,-34.69778,5.30,0.170,
20.029083,-59.37611,5.13,1.530,
19.922806,58.25028,6.09,1.020,
20.007361,-43.04333,6.14,1.640,
19.953861,40.36806,5.45,-0.100,
20.004417,-37.70222,5.95,1.000,
20.013417,-45.11306,5.81,0.280,
20.005639,-33.70389,5.66,0.490,
19.945861,50.90250,6.43,-0.010,
19.932056,58.84611,4.96,1.590,
19.938611,56.68694,6.12,0.000,
19.979278,19.49222,3.47,1.570,
19.989639,1.37778,6.17,1.130,
19.996500,-9.95833,5.88,0.580,
19.965611,42.26083,6.43,0.000,
20.024000,-40.81417,6.29,0.110,
19.977222,30.98361,5.49,-0.060,
19.986250,23.10139,5.67,0.000,
19.976222,38.10556,6.32,-0.090,
20.023306,-22.73722,6.01,0.970,
20.092444,-67.32083,6.07,0.640,
20.000917,17.51667,5.37,1.670,
19.989028,45.77222,5.92,0.160,
19.998667,37.04278,5.19,-0.170,
20.016361,8.55806,5.91,1.520,
20.032944,-13.63694,5.71,0.080,
20.044306,-27.70972,4.58,1.650,
19.987611,52.05583,6.15,-0.190,
20.059306,-37.94083,4.77,1.410,
20.018361,27.75361,4.64,0.180,
19.974639,63.53417,5.96,0.090,
20.020917,37.09889,6.20,1.310,
20.029083,24.80028,5.88,-0.120,
20.033722,24.93806,5.22,0.360,
20.062306,-22.59556,6.45,0.500,
20.072111,-32.05639,4.99,1.210,
20.022667,50.10472,5.05,1.110,
20.054556,18.50056,5.96,1.420,
20.139028,-66.35472,6.45,1.580,
20.058333,16.03139,5.67,-0.100,
20.145444,-66.18194,3.56,0.760,
19.978306,70.36694,6.33,0.880,
20.073111,-0.70944,5.68,1.300,
20.068972,7.27806,5.52,1.060,
20.060389,29.89667,5.71,0.730,
20.084833,-11.59944,6.34,0.520,
20.068389,17.07000,5.80,0.610,
20.123111,-52.88083,4.94,1.620,
20.126417,-55.01639,6.26,0.530,
20.024583,64.82111,5.27,1.560,
20.082944,23.21028,6.45,0.000,
20.076694,32.21861,5.64,0.540,
20.085972,19.99111,5.10,1.060,
20.090694,15.50028,6.34,1.640,
20.103389,-4.07833,6.47,1.160,
20.086056,38.47833,6.19,0.640,
20.074667,48.22972,6.16,0.040,
20.046972,67.87361,4.51,1.320,
19.993500,76.48139,6.20,1.610,
20.085194,51.83944,6.14,1.600,
20.114833,23.61444,5.07,-0.180,
20.106056,35.97250,5.36,0.850,
20.133833,-0.67833,5.99,1.020,
20.185333,-57.52389,6.37,0.060,
20.089306,56.34139,6.21,0.430,
20.130639,9.39972,6.43,0.460,
20.142028,-10.06278,6.18,0.060,
20.079056,63.89056,6.26,0.100,
20.135139,16.66417,6.42,1.910,
20.103833,53.16583,5.85,0.390,
20.415111,-83.31056,6.17,0.200,
20.128167,34.42306,6.11,0.160,
20.143972,10.72583,6.31,-0.120,
20.092444,61.99556,5.39,1.180,
20.186639,-36.10111,5.32,0.870,
20.081472,68.02722,6.28,1.650,
20.165722,20.91528,6.48,0.380,
20.206639,-42.78056,6.22,1.230,
20.240806,-63.41583,6.09,0.310,
20.157111,36.83972,4.93,-0.130,
20.186139,-8.84222,6.49,-0.150,
20.188417,-0.82139,3.23,-0.070,
20.175972,26.90417,5.52,0.080,
20.199417,-12.39250,6.34,1.210,
20.184306,21.13472,6.22,0.900,
20.238611,-52.44556,5.65,1.500,
20.207194,-12.61750,5.85,0.480,
20.189194,21.87556,6.26,-0.020,
20.209778,0.86750,6.27,0.020,
20.196667,26.80889,5.49,1.410,
20.200194,26.47889,5.92,-0.110,
20.220528,-1.00944,5.47,1.430,
20.254833,-27.03278,5.73,0.880,
20.237944,15.19750,4.95,0.080,
20.264056,-30.00528,6.30,1.510,
20.208833,51.46361,6.01,1.140,
20.193028,62.07861,5.75,0.470,
20.273250,-36.45444,6.39,1.540,
20.221667,46.81583,4.83,0.090,
20.237361,28.69472,5.18,0.180,
20.317500,-63.23111,6.27,1.040,
20.228556,43.37917,6.14,1.500,
20.234722,36.60528,6.45,0.000,
20.227194,46.74139,3.79,1.280,
20.242222,36.80639,4.97,0.140,
20.273000,-12.33694,6.32,0.010,
20.254417,25.59194,4.78,-0.180,
20.223306,56.56778,4.30,0.110,
20.258389,23.50861,5.15,1.040,
20.224361,60.64056,5.79,1.470,
20.256583,33.72944,5.66,0.910,
20.262806,27.81417,4.52,1.260,
20.315556,-47.71083,6.31,1.670,
20.272139,21.59861,6.13,1.040,
20.294139,-12.50833,4.24,1.070,
20.300389,-21.81000,5.87,1.000,
20.321639,-47.58028,6.13,0.460,
20.148139,77.71139,4.39,-0.050,
20.257861,47.71444,3.98,1.520,
20.267611,38.89778,6.27,0.010,
20.279750,24.67111,5.32,0.950,
20.300917,-12.54472,3.57,0.940,Algedi
20.262056,50.23278,6.31,0.000,
20.266833,45.57944,5.91,0.380,
20.274500,37.05639,6.48,-0.090,
20.342306,-55.05083,6.27,1.590,
20.282028,40.36500,5.24,1.650,
20.292083,29.14806,6.22,1.010,
20.323222,-19.11861,5.28,1.400,
20.291417,42.72194,6.29,1.640,
20.296444,38.03306,4.81,0.420,
20.341139,-29.19722,6.30,0.170,
20.347750,-35.67361,6.46,1.310,
20.361389,-49.99944,6.27,0.550,
20.301944,40.73222,5.84,0.100,
20.328694,-1.07861,6.06,1.090,
20.307944,37.00000,5.58,0.060,
20.310861,34.98278,5.17,0.650,
20.324778,13.21694,6.21,1.630,
20.344389,-12.75917,4.76,-0.050,Alshat
20.333389,13.54806,5.95,0.310,
20.346278,-14.78500,6.10,-0.020,
20.350194,-14.78139,3.08,0.790,Dabih
20.313778,46.32278,6.45,-0.130,
20.339028,14.56917,6.13,0.910,
20.374306,-42.04972,5.59,0.000,
20.339278,17.79306,5.80,1.490,
20.306889,55.39722,5.76,0.110,
20.292028,66.85389,5.93,0.580,
20.337556,39.40333,6.23,0.060,
20.554861,-80.96500,5.77,1.140,
20.332250,46.83750,6.50,-0.060,
20.398111,-42.42278,5.64,0.200,
20.383556,-9.65472,6.30,0.910,
20.367611,24.44611,5.54,-0.060,
20.427472,-56.73500,1.94,-0.200,Peacock
20.341778,53.59611,6.18,1.560,
20.326861,62.25750,5.72,-0.050,
20.381194,14.55139,6.17,0.510,
20.386306,5.34306,5.31,0.970,
20.367500,41.13139,6.39,1.070,
20.370472,40.25667,2.20,0.680,Sadr
20.377056,31.26500,6.09,1.350,
20.368167,45.79500,5.58,1.080,
20.429972,-40.79639,6.09,1.360,
20.379250,41.02611,5.93,1.600,
20.424111,-28.66333,5.85,1.100,
20.382083,42.98333,6.20,0.950,
20.410417,1.06861,6.15,-0.040,
20.335000,68.88028,5.55,1.590,
20.353167,63.98028,5.69,1.560,
20.397694,32.19000,4.43,1.330,
20.395667,37.47639,5.90,-0.200,
20.448056,-37.40306,6.25,0.970,
20.428472,-2.80028,6.11,1.190,
20.428889,10.05639,6.33,1.560,
20.427917,21.40972,5.66,0.930,
20.638500,-81.28889,5.91,1.710,
20.433667,19.86500,6.41,1.020,
20.455333,-18.21167,5.25,-0.070,
20.439778,17.31556,6.22,1.010,
20.479639,-35.59583,6.10,-0.110,
20.418083,59.60000,6.44,0.090,
20.478778,-15.74167,6.41,0.990,
20.468750,8.43750,6.25,1.080,
20.473583,-3.35778,6.13,-0.060,
20.481000,-17.81361,4.78,0.380,
20.452139,34.32889,6.39,0.480,
20.471333,2.93694,6.21,0.900,
20.492028,-22.39167,6.16,1.550,
20.459528,38.44028,5.62,0.060,
20.439861,56.63889,6.36,0.000,
20.450639,49.38333,5.69,0.260,
20.498306,-18.58333,5.94,0.080,
20.494167,-2.88556,4.91,1.150,
20.515778,-29.11250,6.39,0.210,
20.489917,30.36861,4.01,0.400,
20.489000,36.45472,5.88,0.520,
20.505000,10.89583,6.08,-0.030,
20.517861,-15.05639,6.12,0.790,
20.597694,-69.61111,6.11,1.290,
20.516139,20.60583,6.18,0.150,
20.499972,45.92861,6.41,1.130,
20.547889,-24.94389,6.36,-0.010,
20.490861,56.06806,5.91,-0.040,
20.500972,48.95167,4.95,-0.090,
20.539917,-9.85333,5.65,0.690,
20.565306,-44.51611,5.11,1.010,
20.516444,36.93583,6.19,1.010,
20.593000,-60.58167,4.76,0.280,
20.532833,25.80444,6.34,0.260,
20.493028,62.99417,4.22,0.200,
20.521889,49.22028,5.44,1.550,
20.553556,11.30333,4.03,-0.130,Aldulfin
20.582083,-38.08972,6.44,0.260,
20.522528,52.30972,6.18,1.010,
20.569917,-13.72111,6.13,0.540,
20.579833,-30.47361,6.40,-0.080,
20.565833,13.02722,5.38,0.070,
20.626472,-61.53000,4.88,0.430,
20.529583,56.78000,6.14,1.430,
20.569444,20.98528,6.48,-0.140,
20.700806,-76.18056,6.00,0.440,
20.592278,-16.52583,6.19,0.200,
20.565056,35.25083,4.61,1.600,
20.563444,41.77222,6.49,1.000,
20.500194,72.53167,6.27,1.350,
20.626111,-47.29139,3.11,1.000,
20.565250,46.69389,5.78,-0.160,
20.588472,14.67417,4.68,0.110,
20.664278,-62.90778,6.22,1.100,
20.612111,-2.55000,4.89,1.600,
20.602306,25.88250,6.41,0.210,
20.667389,-60.54889,5.12,0.530,
20.580667,51.85417,6.11,0.410,
20.631139,-25.10889,6.36,0.330,
20.621750,0.09694,6.22,-0.080,
20.525111,74.95472,5.20,0.070,
20.617972,26.46194,5.59,-0.070,
20.699194,-66.76083,5.15,-0.060,
20.625833,14.59528,3.63,0.440,Rotanev
20.630306,11.37778,5.43,0.060,
20.638972,-1.10528,4.32,0.950,
20.625500,31.57250,6.32,-0.090,
20.631833,18.26917,6.25,1.480,
20.625722,31.52194,6.49,0.340,
20.623222,38.32861,6.20,0.990,
20.654556,-14.95472,5.22,-0.120,
20.653667,-2.41278,6.22,-0.100,
20.642028,21.20111,4.82,-0.020,
20.645528,13.31500,5.72,1.530,
20.672167,-33.43194,5.47,1.120,
20.642194,24.11611,5.04,-0.140,
20.643083,23.68056,5.91,0.980,
20.652167,10.08611,5.05,0.720,
20.656917,0.48639,5.16,1.060,
20.669917,-23.77389,6.37,0.720,
20.651389,15.83806,5.97,-0.140,
20.667500,-18.13861,5.10,1.660,
20.470722,81.42278,5.46,1.020,
20.652944,21.81722,6.08,-0.060,
20.649861,30.33444,5.68,1.090,
20.675694,-16.12417,5.80,1.000,
20.660639,15.91194,3.77,-0.060,Sualocin
20.664389,11.24972,6.42,0.550,
20.490972,81.09139,5.96,0.920,
20.689917,-31.59833,5.76,1.530,
20.690028,-26.00000,6.28,1.220,
20.659250,40.57944,6.06,-0.160,
20.749306,-66.20306,3.42,0.160,
20.679222,19.93528,6.45,0.630,
20.714722,-39.55861,6.29,1.080,
20.650056,56.00500,6.48,0.000,
20.676722,29.80528,6.08,0.140,
20.687833,14.58306,5.99,1.240,
20.667528,43.45861,5.95,1.190,
20.733972,-51.92111,4.51,0.270,
20.684056,32.30722,5.51,0.880,
20.699500,17.52139,6.22,0.940,
20.690528,45.28028,1.25,0.090,Deneb
20.671639,60.50528,6.01,0.460,
20.699028,41.71694,5.67,-0.120,
20.724306,15.07444,4.43,0.320,
20.703500,50.34000,5.39,-0.100,
20.484194,83.62556,6.19,0.130,
20.753667,-27.24722,6.50,0.940,
20.723389,35.58778,6.47,1.230,
20.772250,-39.19917,5.50,-0.100,
20.821694,-68.77639,5.41,1.120,
20.771833,-36.12028,6.49,0.390,
20.768250,-25.27083,4.14,0.430,
20.769444,-21.51417,5.93,0.040,
20.711028,60.60139,6.15,0.010,
20.747917,25.27056,4.91,1.180,
20.720417,57.11417,6.32,0.330,
20.757833,18.09028,6.38,1.680,
20.761028,30.71972,4.22,1.050,
20.808111,-43.98861,5.11,0.350,
20.739444,56.48806,5.78,1.670,
20.719722,66.65750,5.58,0.220,
20.784333,-2.48667,6.27,1.550,
20.777417,16.12444,5.14,0.490,
20.777639,16.12417,4.27,1.040,
20.770194,33.97028,2.46,1.030,Aljanah
20.794611,-9.49583,3.77,0.000,Albali
20.795611,-5.02778,4.42,1.650,
20.824722,-46.22694,4.89,1.520,
20.796750,6.00833,5.58,-0.020,
20.796611,3.30667,6.40,-0.020,
20.755861,57.57972,4.51,0.540,
20.786333,34.37417,4.92,1.320,
20.754833,61.83889,3.43,0.920,
20.777361,46.53167,6.30,0.030,
20.860639,-62.42917,6.28,0.150,
20.821556,-25.78139,5.86,-0.070,
20.772556,52.99528,6.33,1.120,
20.790139,36.49083,4.53,-0.110,
20.822361,-18.03583,6.21,1.420,
20.832806,-33.77972,4.90,1.000,
20.789111,45.57972,6.40,1.610,
20.742528,69.75194,6.41,0.000,
20.858361,-51.60833,5.05,1.130,
20.797028,47.83194,5.57,1.460,
20.846417,-32.05444,6.36,1.540,
20.850194,-37.91333,5.52,1.380,
20.798000,52.40722,6.27,0.890,
20.827167,12.54528,5.98,0.430,
20.830083,7.86417,6.33,0.020,
20.833083,5.54472,6.21,0.980,
20.844944,-12.54500,5.88,1.070,
20.815639,46.11417,4.84,0.410,
20.811861,51.91056,6.29,-0.070,
20.866333,-33.17722,6.04,0.030,
20.863694,-26.91917,4.11,1.640,
20.857139,-5.62639,5.99,0.460,
20.831861,46.66111,6.33,-0.070,
20.834694,44.05944,5.04,0.200,
20.869083,-5.50694,5.55,-0.080,
20.913500,-58.45417,3.65,1.250,
20.894500,-39.81000,5.35,1.320,
20.857833,28.25056,5.77,0.720,
20.883667,-23.78306,6.33,0.880,
20.877556,-8.98333,4.73,0.320,
20.890278,-30.71861,6.35,1.090,
20.909722,-50.72778,6.24,-0.120,
20.821500,64.04222,6.45,0.070,
20.884889,-11.57361,6.38,0.670,
20.868806,27.09694,4.59,0.830,
20.866750,32.84917,6.44,-0.150,
20.901889,-27.92556,6.41,1.600,
20.899556,-6.88972,6.44,0.370,
20.885389,29.64944,6.34,1.090,
20.913306,-17.92306,5.78,1.120,
20.887444,44.38722,4.78,-0.140,
20.709778,82.53111,5.75,0.000,
20.888500,45.18194,5.45,1.100,
20.898306,33.43778,5.47,1.520,
20.909333,28.05750,5.01,1.480,
20.927972,4.53278,6.05,0.820,
20.926861,13.72139,5.17,1.120,
20.927389,12.56861,5.58,0.120,
20.946472,-26.29639,5.70,0.500,
20.948333,-9.69750,5.51,1.470,
20.792611,80.55222,5.39,1.120,
20.952944,0.46361,6.05,1.220,
20.961278,-16.03167,5.87,0.180,
21.024472,-68.20972,6.37,0.100,
20.930500,47.41778,5.67,0.470,
21.078611,-77.02389,5.15,0.490,
20.942972,44.92500,5.96,0.050,
20.978306,-14.48278,6.01,0.230,
20.940417,50.72861,5.81,0.300,
20.940528,49.19583,5.90,1.040,
21.005972,-51.26528,5.76,0.470,
20.952889,41.16722,3.94,0.020,
20.938056,56.88750,6.23,-0.180,
20.973861,10.83917,5.48,0.930,Musica
20.999917,-36.12972,6.11,0.390,
20.971222,22.32583,5.31,1.400,
20.993361,-19.03528,6.25,-0.130,
20.984556,4.29361,5.23,0.460,
20.972083,44.47167,5.55,0.970,
20.975222,41.94028,6.16,-0.080,
21.001083,7.51639,5.99,0.260,
21.021528,-32.25778,4.67,0.890,
20.975028,50.46222,5.61,-0.150,
21.009389,-4.73028,6.21,0.630,
20.912306,75.92556,6.05,0.930,
21.007694,19.32944,5.65,1.610,
21.029250,-26.88111,6.05,0.060,
21.040889,-38.53056,5.94,1.110,
20.997111,47.52111,4.74,-0.050,
21.049444,-38.63167,5.30,0.410,
20.990389,59.43861,5.51,1.400,
21.052833,-27.73194,6.25,0.950,
21.020250,36.02611,5.97,0.980,
21.019694,46.15583,5.37,-0.210,
21.049889,-0.92472,6.50,-0.100,
21.087278,-54.72722,5.16,1.210,
21.050833,1.53194,6.25,0.480,
21.050500,14.73000,6.31,1.670,
21.067972,-5.82306,5.89,0.680,
21.073417,-19.85500,4.84,0.170,
21.156194,-73.17306,5.68,0.590,
21.040028,44.79111,6.19,1.690,
21.051333,38.65750,6.07,1.010,
21.046806,45.84889,6.48,-0.150,
21.035861,56.66972,5.83,-0.070,
21.076306,5.50278,5.61,1.650,
21.078250,2.94194,6.42,1.050,
21.079278,2.26972,6.33,0.970,
21.107083,-41.38611,5.53,1.350,
21.100333,-30.12500,5.68,1.030,
21.064472,41.62806,6.33,0.380,
21.057222,50.35194,6.37,0.980,
21.142472,-63.92889,5.76,1.180,
21.062028,46.86194,6.32,0.250,
21.099111,-17.23278,4.07,-0.010,
21.106861,-32.34167,5.18,1.100,
21.090750,5.95833,5.94,0.540,
21.063222,53.28611,5.90,0.990,
21.082194,43.92778,3.72,1.650,
21.118806,-25.00583,4.50,1.610,
21.189083,-72.54417,6.20,1.080,
21.106528,26.92444,6.12,1.050,
21.129056,-17.45528,6.17,0.020,
21.108417,31.18472,5.82,0.560,
21.115167,38.74583,5.21,1.180,
21.115361,38.74333,6.03,1.370,
21.142667,-21.19361,5.30,0.010,
21.126000,15.65861,6.34,1.010,
21.110028,47.64833,4.55,1.570,
21.141167,6.98944,6.15,1.660,
21.159167,-20.55639,6.25,0.380,
21.222361,-70.12639,5.02,1.580,
21.159917,-11.37167,4.51,0.940,
21.144139,30.20583,5.59,-0.100,
21.166194,2.94333,6.45,0.370,
21.179694,-9.35389,6.27,1.160,
21.172361,10.13167,4.69,0.260,
21.175333,10.04889,6.07,0.020,
21.106472,71.43194,5.87,0.400,
21.203778,-40.26944,5.83,0.450,
21.194806,-14.47222,6.48,0.280,
21.217528,-39.42528,5.26,0.440,
21.171000,53.56333,5.73,-0.120,
21.175278,47.69194,6.46,-0.010,
21.221917,-36.42389,5.96,0.980,
21.221472,-27.61944,5.42,1.420,
21.091472,78.12639,5.91,-0.070,
21.262750,-53.26306,5.75,0.190,
21.215611,30.22694,3.20,0.990,
21.224667,15.98250,6.27,0.240,
21.254083,-40.50639,6.21,1.140,
21.196722,59.98639,5.64,0.110,
21.223972,36.63361,6.05,0.210,
21.243611,0.09222,6.38,1.610,
21.251833,-17.34500,6.04,0.960,
21.241361,10.00694,4.49,0.500,
21.263000,-36.21083,6.12,1.370,
21.300083,-64.68167,6.31,-0.070,
21.236194,29.90111,6.17,1.090,
21.260528,-20.65167,5.24,1.170,
21.262472,-15.17139,5.28,1.640,
21.534500,-84.81000,6.45,1.400,
21.246528,38.04556,3.72,0.390,
21.263722,5.24778,3.92,0.530,Kitalpha
21.277667,-1.60778,6.48,0.980,
21.228500,64.40389,6.39,0.600,
21.287083,-13.27889,6.40,0.040,
21.298972,-32.17250,4.71,0.060,
21.260222,47.97361,6.46,-0.150,
21.299250,-17.98528,5.43,-0.120,
21.274889,42.25139,6.43,0.000,
21.331111,-53.44972,4.39,0.190,
21.303083,-4.51944,5.82,-0.130,
21.315111,-28.76556,6.40,0.970,
21.290278,39.39472,4.23,0.120,
21.289778,42.68333,6.19,-0.110,
21.335972,-45.02222,6.00,2.330,
21.298639,34.89694,4.43,-0.110,
21.283889,53.99750,6.13,0.050,
21.314444,11.20333,5.96,1.650,
21.287306,55.79806,5.98,1.450,
21.346000,-40.80972,4.82,0.020,
21.354556,-49.93778,6.38,1.320,
21.288556,58.61167,6.42,0.200,
21.307556,43.94583,5.00,-0.010,
21.315361,41.04083,6.15,0.300,
21.404639,-69.73417,6.41,2.820,
21.322833,38.23750,5.83,0.500,
21.337222,22.02639,6.29,-0.080,
21.421694,-71.79944,6.09,1.260,
21.351194,-4.56000,5.87,0.920,
21.324667,49.51028,5.76,-0.150,
21.309667,62.58556,2.44,0.220,Alderamin
21.351333,7.35444,5.82,1.660,
21.321056,58.62361,5.66,1.380,
21.351222,23.85583,5.57,1.050,
21.347250,32.45278,5.68,1.080,
21.370778,-16.83444,4.28,0.900,
21.261722,77.01222,5.95,1.500,
21.356111,32.61278,6.04,0.030,
21.350389,40.34556,6.40,0.530,
21.322833,64.87194,5.18,-0.040,
21.383472,-22.66889,5.60,1.630,
21.368111,19.80444,4.08,1.110,
21.222639,81.23083,6.15,0.090,
21.382306,-9.31944,5.99,1.540,
21.565111,-82.68306,6.38,0.130,
21.405778,-46.61500,6.31,0.200,
21.381556,6.81111,5.16,0.050,
21.342639,60.75694,6.11,1.000,
21.406889,-41.00667,5.77,-0.050,
21.440722,-65.36611,4.22,0.490,
21.378306,30.30972,6.05,1.080,
21.402667,-20.85194,5.41,1.160,
21.402194,-22.74694,6.38,1.020,
21.366778,49.38889,5.69,1.100,
21.403194,-12.87806,5.49,0.290,
21.437611,-54.66056,6.12,0.340,
21.399667,24.27417,5.71,0.320,
21.406833,10.17417,6.35,0.470,
21.414361,-3.39833,6.36,0.330,
21.396750,37.35139,6.47,0.000,
21.402056,25.31222,6.15,0.000,
21.420306,-9.74861,5.70,0.200,
21.479139,-69.50528,5.34,1.550,
21.406417,24.52889,6.32,1.040,
21.409444,26.17444,5.68,0.310,
21.421389,-3.55667,5.49,1.460,
21.439694,-37.82944,5.63,1.190,
21.555722,-80.03917,6.47,0.040,
21.450444,-42.54778,5.51,0.390,
21.430972,0.53444,6.46,0.160,
21.444444,-22.41139,3.74,1.000,
21.441139,1.10333,6.13,0.440,
21.454111,-21.19611,5.78,1.440,
21.422111,46.71444,5.60,0.320,
21.429722,36.66750,5.94,-0.080,
21.440750,19.37556,6.07,0.220,
21.483417,-53.70583,6.39,1.140,
21.478722,-21.80722,4.51,0.910,
21.484389,-31.23861,6.50,0.030,
21.455944,37.11667,5.31,-0.140,
21.447667,48.83500,5.31,0.070,
21.461139,27.60861,5.41,0.040,
21.445833,52.89861,6.03,-0.120,
21.473556,8.19556,6.40,1.640,
21.468972,32.22528,5.80,0.320,
21.483306,17.90583,6.44,1.390,
21.483306,22.17944,5.93,1.530,
21.457028,59.75000,6.10,1.750,
21.499139,23.63889,4.57,1.620,
21.481306,55.41861,6.12,0.140,
21.462806,66.80917,5.44,-0.110,
21.490833,46.54056,5.24,0.970,
21.534972,-41.17917,5.29,1.100,
21.537389,-33.94472,5.97,0.050,
21.519333,12.13750,6.08,-0.050,
21.525972,-5.57111,2.91,0.830,Sadalsuud
21.554917,-52.73750,6.41,1.480,
21.648944,-79.44250,6.18,0.460,
21.542583,-24.59056,6.43,0.200,
21.556528,-44.84861,5.57,1.040,
21.505667,52.95806,6.02,0.080,
21.477667,70.56083,3.23,-0.220,Alfirk
21.413806,80.52472,5.97,0.920,
21.571389,-42.92500,6.32,1.090,
21.524306,52.62000,6.16,0.900,
21.516472,60.45944,5.53,0.120,
21.581389,-29.69611,6.41,-0.110,
21.580833,-20.08444,5.69,0.400,
21.549056,49.97778,5.75,-0.030,
21.587750,-23.45417,6.40,1.100,
21.554972,45.85417,6.25,1.810,
21.634139,-64.82417,6.20,0.030,
21.576111,22.75472,6.47,0.510,
21.588222,-3.98306,5.77,1.110,
21.566361,45.59194,4.02,0.890,
21.603056,-26.17139,5.73,0.220,
21.691250,-77.39000,3.76,1.000,
21.579611,38.53417,4.90,1.080,
21.613583,-33.04806,6.11,0.220,
21.588611,28.19722,6.31,0.350,
21.590833,24.45222,6.11,0.000,
21.574306,51.69833,6.15,0.020,
21.618000,-19.46611,4.68,-0.170,
21.603861,30.05556,6.36,0.000,
21.600667,45.37472,5.53,1.580,
21.626056,-0.39028,6.25,0.060,
21.629194,-7.85417,4.69,0.170,Bunda
21.628806,6.61833,6.18,0.020,
21.615833,40.41361,5.01,0.180,
21.629278,19.31861,5.45,0.300,
21.651694,-33.67917,6.28,0.920,
21.666583,-52.35917,6.21,0.600,
21.642194,5.77167,5.67,0.250,
21.676000,-55.73750,6.33,1.060,
21.624417,44.69667,6.20,0.190,
21.657806,-10.57694,6.08,1.030,
21.645833,25.49889,6.16,1.020,
21.627417,54.04222,6.15,0.990,
21.650306,20.26528,5.85,0.320,
21.659250,2.24361,5.10,1.040,
21.668194,-16.66222,3.68,0.320,Nashira
21.632000,62.08194,4.73,0.300,
21.848417,-82.71917,5.29,0.750,
21.649333,57.48917,5.62,0.210,
21.696139,-25.10194,6.49,1.190,
21.692472,-14.04750,5.18,0.650,
21.669750,43.27389,5.11,1.600,
21.700222,-23.26278,5.24,0.950,
21.758000,-71.00889,6.01,-0.100,
21.702806,1.28528,5.67,1.440,
21.710972,-18.86639,4.73,0.880,
21.704306,5.68000,5.30,1.640,
21.678694,54.87222,6.20,1.160,
21.692861,40.80528,6.11,0.070,
21.709167,10.82472,6.09,-0.110,
21.720417,-19.62083,6.22,0.270,
21.717889,-14.39972,5.88,0.250,
21.700306,35.51028,6.07,2.520,
21.702333,45.76583,6.17,1.550,
21.741528,-38.55250,6.30,1.120,
21.706361,41.07722,5.69,0.010,
21.701583,51.18972,4.67,-0.120,Azelfafage
21.733611,-14.74944,5.99,0.210,
21.755278,-49.49861,6.45,1.150,
21.710806,49.60028,6.09,1.000,
21.749111,-33.02583,4.34,-0.050,
21.718444,41.15500,5.49,1.590,
21.723806,38.28389,5.65,0.000,
21.736444,9.87500,2.39,1.530,Enif
21.735722,28.74278,4.73,0.480,
21.735639,28.74306,6.08,0.360,
21.750083,-9.08250,5.09,1.110,
21.712611,59.27111,6.08,1.340,
21.741861,17.35000,4.34,1.170,
21.742028,14.77194,5.94,0.590,
21.744083,25.64500,4.13,0.430,
21.725111,58.78000,4.08,2.350,
21.698694,71.31139,4.56,1.100,
21.771194,-9.27583,6.00,1.660,
21.775583,-11.36583,5.58,-0.010,
21.762361,35.85722,6.40,1.000,
21.767889,22.94889,5.29,1.410,
21.784000,-16.12722,2.87,0.290,Deneb Algedi
21.804389,-47.30361,5.58,0.600,
21.717778,72.32028,5.17,1.050,
21.773333,25.56333,6.28,1.210,
21.795611,-30.89833,5.01,0.040,
21.748139,62.46056,5.95,0.310,
21.787222,2.68611,5.64,0.000,
21.784639,17.19417,6.21,0.340,
21.833361,-64.71250,5.62,1.020,
